angle_deg,wind_speed_ref,sample_count,dp_ctr_mean,dp_ctr_std,dp_cw_mean,dp_cw_std,dp_ccw_mean,dp_ccw_std,temp_mean
-180,7.4,48,-40.11276041666667,5.8298932940915265,-2.4862847222222224,1.7375233058516657,-4.686458333333333,2.3762381793157776,31.769131944444446
-135,7.4,48,-9.31657986111111,6.264265172332147,4.686197916666667,5.165145746421688,-41.14409722222222,5.5165550662001195,31.37104166666667
-90,7.4,48,-2.305295138888889,2.1325147524129293,18.06171875,3.239631191171377,-38.22855902777778,5.84373731118543,31.01961805555556
-45,7.4,48,-1.4152777777777779,1.6916870494575729,32.52204861111111,6.001123120091611,-21.400781249999998,3.582904191059325,30.731979166666672
0,7.4,48,36.22682291666667,6.386685057675317,2.123263888888889,2.6939080087784744,1.4673611111111111,2.1139636019429253,30.57607638888889
45,7.4,48,26.360069444444445,4.496085523617932,-2.259635416666667,1.9884195542380425,25.31345486111111,4.78754459167653,30.573541666666667
90,7.4,48,-2.8029513888888893,2.544779508648433,-21.699652777777782,8.101744533846105,28.227951388888886,6.665873485710486,30.491875
135,7.4,48,-4.593229166666667,2.5003960370626417,-37.31128472222222,8.912224440181811,8.080121527777777,8.908856312911144,30.35854166666666
180,7.4,48,-38.182118055555556,6.100685272296748,-1.9766493055555554,1.990900113188495,-4.7496527777777775,1.6991436077645408,30.14621527777778
